Virus,Host genome,Host taxonomy,Main method,Confidence score,Additional methods
ZJ_NB_contig_7391835||full,GB_GCA_000981645.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__ASP10-05a;s__ASP10-05a sp000981645,blast,92,iPHoP-RF;50.20
ZJ_NB_contig_7391835||full,GB_GCA_002335865.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994;s__UBA1994 sp002335865,blast,91.7,iPHoP-RF;73.50
ZJ_NB_contig_7448114,GB_GCA_003660975.1,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__B1Sed10-29;f__B47-G15;g__B47-G15;s__B47-G15 sp003660975,iPHoP-RF,90.1,None
ZJ_NB_contig_7473442,GB_GCA_002692855.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hyphobacterium;s__Hyphobacterium sp002692855,blast,94.5,iPHoP-RF;86.30
ZJ_NB_contig_7615345,RS_GCF_001542405.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium altiplani,iPHoP-RF,92.1,None
ZJ_NB_contig_7642278||full,GD_ZH_bin_208,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__,blast,92.2,iPHoP-RF;84.20
ZJ_NB_contig_7642278||full,JS_YC_bin_121,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__,blast,91.2,iPHoP-RF;80.60
ZJ_NB_contig_7642278||full,RS_GCF_000382265.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis,iPHoP-RF,90.8,None
ZJ_NB_contig_7850849||0_partial_1,GB_GCA_902826595.1,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__UBA2774;g__2-12-FULL-53-21;s__2-12-FULL-53-21 sp902826595,blast,92.4,iPHoP-RF;68.60
ZJ_NB_contig_7850849||0_partial_1,SD_DY_bin_240,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__UBA2774;g__;s__,blast,92.1,iPHoP-RF;75.20
ZJ_NB_contig_7869339,JS_YC_bin_147,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__,blast,93.8,iPHoP-RF;69.10
ZJ_NB_contig_8258413||full,RS_GCF_000243415.2,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tusciae_A,iPHoP-RF,90.1,None
ZJ_NB_contig_8258413||full,RS_GCF_002591975.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium neglectum,iPHoP-RF,90.1,None
ZJ_NB_contig_8291581,GB_GCA_002720865.1,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__GCA-2720865;s__GCA-2720865 sp002720865,blast,91.8,iPHoP-RF;73.20
ZJ_NB_contig_8318130||full,GB_GCA_003023665.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__UBA10364 sp003023665,blast,90.4,iPHoP-RF;55.40
ZJ_NB_contig_8600827||full_1,RS_GCF_003335505.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Bremerella;s__Bremerella cremea_A,iPHoP-RF,92.1,None
ZJ_NB_contig_8691689,GB_GCA_002686215.1,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__ARS21 sp002686215,blast,95.1,iPHoP-RF;63.50
ZJ_NB_contig_8721083,ZJ_NB_bin_94,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,blast,95.7,iPHoP-RF;68.40
ZJ_NB_contig_8833133,ZJ_NB_bin_94,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,blast,96.1,iPHoP-RF;62.70
ZJ_NB_contig_8884888,JS_YC_bin_101,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,blast,91.7,None
ZJ_NB_contig_8915240,GB_GCA_003501485.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA3207;s__UBA3207 sp003501485,iPHoP-RF,93.7,None
ZJ_NB_contig_8936054||full,RS_GCF_002072215.1,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_C;s__Methanobrevibacter_C arboriphilus,CRISPR,96.9,iPHoP-RF;72.60
ZJ_NB_contig_9078607||full,RS_GCF_004791695.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga rizhaonensis,iPHoP-RF,96.4,None
ZJ_NB_contig_9078607||full,RS_GCF_000789235.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus_A;s__Flaviramulus_A ichthyoenteri,iPHoP-RF,95.7,None
ZJ_NB_contig_9078607||full,RS_GCF_012910715.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga sp012910715,iPHoP-RF,95.7,None
ZJ_NB_contig_9078607||full,RS_GCF_002886045.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga eckloniae,iPHoP-RF,95.1,None
ZJ_NB_contig_9078607||full,RS_GCF_900114265.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus;s__Flaviramulus basaltis,iPHoP-RF,94.1,None
ZJ_NB_contig_9078607||full,RS_GCF_002741945.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus_A;s__Flaviramulus_A sp002741945,iPHoP-RF,93.7,None
ZJ_NB_contig_9078607||full,RS_GCF_006148925.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_D;s__Algibacter_D aestuarii,iPHoP-RF,92.4,None
ZJ_NB_contig_9078607||full,RS_GCF_003143755.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_B;s__Algibacter_B sp003143755,iPHoP-RF,92.1,None
ZJ_NB_contig_9085344||full,GB_GCA_003023665.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__UBA10364 sp003023665,blast,95.5,iPHoP-RF;76.60
ZJ_NB_contig_9104610,RS_GCF_900114265.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus;s__Flaviramulus basaltis,iPHoP-RF,93.1,None
ZJ_NB_contig_9104610,RS_GCF_001971785.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__Seonamhaeicola sp001971785,iPHoP-RF,90.1,None
ZJ_NB_contig_9109883,GB_GCA_002725955.1,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__GCA-2725955;s__GCA-2725955 sp002725955,blast,91.3,iPHoP-RF;63.30
ZJ_NB_contig_9131098||full,GB_GCA_001464735.1,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_F;s__Nitrospira_F sp001464735,iPHoP-RF,94.7,None
ZJ_NB_contig_9131098||full,GB_GCA_002451055.1,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_F;s__Nitrospira_F sp002451055,blast,93.9,iPHoP-RF;60.90
ZJ_NB_contig_9131098||full,GB_GCA_002869845.2,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_F;s__Nitrospira_F sp002869845,iPHoP-RF,92.8,None
ZJ_NB_contig_9131098||full,GB_GCA_002083405.1,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_F;s__Nitrospira_F sp002083405,blast,91.6,iPHoP-RF;61.70
ZJ_NB_contig_9185580,GB_GCA_000746765.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp000746765,iPHoP-RF,92.1,None
ZJ_NB_contig_9255906,GB_GCA_009705435.1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Casp-actino8;s__Casp-actino8 sp009705435,iPHoP-RF,90.5,None
ZJ_NB_contig_9314085||full_1,RS_GCF_008040085.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium sp008040085,iPHoP-RF,91.8,None
ZJ_NB_contig_9508493||full,GB_GCA_002686215.1,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__ARS21 sp002686215,blast,92.1,None
ZJ_NB_contig_9555521||full,GB_GCA_003165155.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp003165155,iPHoP-RF,90.1,None
ZJ_NB_contig_9560692,RS_GCF_008806755.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum aiptasiae,iPHoP-RF,96.1,None
ZJ_NB_contig_9560692,RS_GCF_900105985.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum sp900105985,iPHoP-RF,96.1,None
ZJ_NB_contig_9560692,RS_GCF_003664185.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum discolor,iPHoP-RF,95.7,None
ZJ_NB_contig_9560692,RS_GCF_003867075.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum mesophilum,iPHoP-RF,94.7,None
ZJ_NB_contig_9560692,RS_GCF_003387615.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum gallaicum,iPHoP-RF,93.7,None
ZJ_NB_contig_9560692,RS_GCF_008124875.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum adriaticum,iPHoP-RF,93.7,None
ZJ_NB_contig_9560692,RS_GCF_014062345.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum sp014062345,iPHoP-RF,92.8,None
ZJ_NB_contig_9601535||0_partial_1,JS_YC_bin_187,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__;s__,blast,93.7,None
ZJ_NB_contig_9601535||0_partial_1,ZJ_NB_bin_59,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__;s__,blast,93.1,None
ZJ_NB_contig_9602584,RS_GCF_011762485.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Yeosuana;s__Yeosuana sp011762485,iPHoP-RF,96.1,None
ZJ_NB_contig_9602584,RS_GCF_003143755.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_B;s__Algibacter_B sp003143755,iPHoP-RF,95.4,None
ZJ_NB_contig_9602584,RS_GCF_004804355.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tamlana_A;s__Tamlana_A sp004804355,iPHoP-RF,93.1,None
ZJ_NB_contig_9602584,RS_GCF_003386195.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__Seonamhaeicola aphaedonensis,iPHoP-RF,92.8,None
ZJ_NB_contig_9602584,RS_GCF_000425305.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__Psychroserpens burtonensis,iPHoP-RF,91.4,None
ZJ_NB_contig_9602584,RS_GCF_008806375.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tamlana_A;s__Tamlana_A sp008806375,iPHoP-RF,91.4,None
ZJ_NB_contig_9602584,RS_GCF_000934685.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;s__Lacinutrix sp000934685,iPHoP-RF,91.1,None
ZJ_NB_contig_9653858,ZJ_NB_bin_94,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,blast,92.8,iPHoP-RF;52.20
ZJ_NB_contig_9665410,RS_GCF_004791695.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga rizhaonensis,iPHoP-RF,97.1,None
ZJ_NB_contig_9665410,RS_GCF_003337215.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Oceanihabitans;s__Oceanihabitans sediminis,iPHoP-RF,96.7,None
ZJ_NB_contig_9665410,RS_GCF_003143755.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_B;s__Algibacter_B sp003143755,iPHoP-RF,96.4,None
ZJ_NB_contig_9665410,RS_GCF_001747085.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_C;s__Algibacter_C aquaticus,iPHoP-RF,96.1,None
ZJ_NB_contig_9665410,RS_GCF_002741945.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus_A;s__Flaviramulus_A sp002741945,iPHoP-RF,95.1,None
ZJ_NB_contig_9665410,RS_GCF_005047595.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__CAU-1491;s__CAU-1491 sp005047595,iPHoP-RF,95.1,None
ZJ_NB_contig_9665410,RS_GCF_014202195.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Oceanihabitans;s__Oceanihabitans iliipiscaria,iPHoP-RF,94.1,None
ZJ_NB_contig_9665410,LN_DD_bin_84,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Oceanihabitans;s__,iPHoP-RF,91.4,None
ZJ_NB_contig_9686172,GB_GCA_002170245.2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__TMED112;s__TMED112 sp002170245,iPHoP-RF,93.4,None
ZJ_NB_contig_9686172,GB_GCA_902585315.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__TMED112;s__TMED112 sp902585315,iPHoP-RF,91.4,None
ZJ_NB_contig_9686172,GB_GCA_002692425.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__TMED112;s__TMED112 sp002692425,iPHoP-RF,91.1,None
ZJ_NB_contig_971331,GB_GCA_002167435.2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda sp002167435,iPHoP-RF,90.8,None
ZJ_NB_contig_9743625,GB_GCA_002426015.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquaticitalea;s__Aquaticitalea sp002426015,iPHoP-RF,91.4,None
ZJ_NB_contig_9828800||full,GB_GCA_003385605.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__UBA10364 sp003385605,blast,93.7,iPHoP-RF;73.70
ZJ_NB_contig_9953185,GB_GCA_011358735.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACAEJ01;g__JACAEJ01;s__JACAEJ01 sp011358735,iPHoP-RF,92.4,None
ZJ_NB_contig_9968206,ZJ_NB_bin_94,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,blast,91.3,iPHoP-RF;78.50
ZJ_NB_contig_9994582||full_1,RS_GCF_001590905.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia grimesii,iPHoP-RF,95.1,None
ZJ_NB_contig_9994582||full_1,GB_GCA_012719855.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia liquefaciens_A,iPHoP-RF,94.4,None
ZJ_NB_contig_9994582||full_1,RS_GCF_000422085.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia liquefaciens,iPHoP-RF,94.1,None
ZJ_NB_contig_9994582||full_1,RS_GCF_000759775.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia albertii,iPHoP-RF,93.7,None
ZJ_NB_contig_9994582||full_1,RS_GCF_001590925.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia plymuthica,iPHoP-RF,93.7,None
ZJ_NB_contig_9994582||full_1,RS_GCF_002900365.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,iPHoP-RF,93.7,None
ZJ_NB_contig_9994582||full_1,RS_GCF_006715025.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_A;s__Serratia_A fonticola_A,iPHoP-RF,93.4,None
ZJ_NB_contig_9994582||full_1,RS_GCF_001660175.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp001660175,iPHoP-RF,93.1,None
ZJ_NB_contig_9994582||full_1,RS_GCF_002965065.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp002965065,iPHoP-RF,93.1,None
ZJ_NB_contig_9994582||full_1,RS_GCF_004211955.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp004211955,iPHoP-RF,93.1,None
ZJ_NB_contig_9994582||full_1,RS_GCF_011881725.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_E,iPHoP-RF,93.1,None
ZJ_NB_contig_9994582||full_1,RS_GCF_001976145.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Chania;s__Chania oryzae,iPHoP-RF,91.8,None
ZJ_NB_contig_9994582||full_1,RS_GCF_008830365.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia proteamaculans,iPHoP-RF,91.1,None
ZJ_NB_contig_9994582||full_1,RS_GCF_000743355.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Chania;s__Chania sp000743355,iPHoP-RF,90.5,None
ZJ_NB_contig_9994582||full_1,RS_GCF_000633355.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_A;s__Serratia_A sp000633355,iPHoP-RF,90.1,None
ZJ_WZ_contig_10040438,GB_GCA_002428965.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Jejuia;s__Jejuia sp002428965,iPHoP-RF,96.1,None
ZJ_WZ_contig_10040438,RS_GCF_003386195.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__Seonamhaeicola aphaedonensis,iPHoP-RF,95.4,None
ZJ_WZ_contig_10040438,RS_GCF_004791695.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga rizhaonensis,iPHoP-RF,95.4,None
ZJ_WZ_contig_10040438,RS_GCF_012910715.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga sp012910715,iPHoP-RF,95.4,None
ZJ_WZ_contig_10040438,GB_GCA_013215095.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__DT-34;s__DT-34 sp013215095,iPHoP-RF,94.4,None
ZJ_WZ_contig_10040438,RS_GCF_006974145.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Changchengzhania;s__Changchengzhania lutea,iPHoP-RF,92.8,None
ZJ_WZ_contig_10093210||full,GB_GCA_003519205.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__UBA11865;s__UBA11865 sp003519205,blast,94.4,iPHoP-RF;75.70
ZJ_WZ_contig_1012977||0_partial_1,SD_QD_bin_216,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__,blast,95.1,iPHoP-RF;67.50
ZJ_WZ_contig_10161254,GB_GCA_900321005.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__RF16 sp900321005,iPHoP-RF,91.8,None
ZJ_WZ_contig_10258909,GB_GCA_002170165.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__TMED123;s__TMED123 sp002170165,blast,92.1,None
ZJ_WZ_contig_10264874,GB_GCA_003156235.1,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003156235,iPHoP-RF,95.7,None
ZJ_WZ_contig_10264874,GB_GCA_003165095.1,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003165095,iPHoP-RF,93.1,None
ZJ_WZ_contig_10294202||full,GB_GCA_002692855.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hyphobacterium;s__Hyphobacterium sp002692855,blast,94.7,iPHoP-RF;74.10
ZJ_WZ_contig_10312001,GB_GCA_002422065.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA6182;s__UBA6182 sp002422065,iPHoP-RF,95.4,None
ZJ_WZ_contig_10312001,GB_GCA_002691465.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__UBA11654;s__UBA11654 sp002691465,iPHoP-RF,90.5,None
ZJ_WZ_contig_10312001,GB_GCA_002717445.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__UBA11654;s__UBA11654 sp002717445,iPHoP-RF,90.5,None
ZJ_WZ_contig_10312001,GB_GCA_003249785.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__UBA2284 sp003249785,iPHoP-RF,90.1,None
ZJ_WZ_contig_10334317,GB_GCA_012518975.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix;s__Herbinix sp012518975,iPHoP-RF,94.7,None
ZJ_WZ_contig_10334317,GB_GCA_900548315.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900548315,iPHoP-RF,93.4,None
ZJ_WZ_contig_10334317,RS_GCF_000154425.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus,iPHoP-RF,93.4,None
ZJ_WZ_contig_10334317,RS_GCF_003718715.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__JN-1;s__JN-1 sp003718715,iPHoP-RF,93.4,None
ZJ_WZ_contig_1034448,GB_GCA_902790635.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp902790635,iPHoP-RF,92.8,None
ZJ_WZ_contig_10373839||full,ZJ_NB_bin_96,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__,blast,94.1,iPHoP-RF;54.60
ZJ_WZ_contig_10380977,GB_GCA_003485905.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__UBA10349;s__UBA10349 sp003485905,iPHoP-RF,95.4,None
ZJ_WZ_contig_1055469||full,GB_GCA_003153455.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__PALSA-1004;s__PALSA-1004 sp003153455,blast,93.2,iPHoP-RF;72.20
ZJ_WZ_contig_10563736,RS_GCF_000314975.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Aliiglaciecola;s__Aliiglaciecola lipolytica,iPHoP-RF,95.1,None
