contig_id	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
JS_YC_contig_13348292	5414	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_1635057||full	5414	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_18598717||full	5414	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_12754936||full	5413	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_24877484	5413	6	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_16125985||full	5413	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_4051254||full	5413	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_14438905	5413	6	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_22128068	5413	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_28011916||full	5412	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_4850871||full	5412	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_27073283	5412	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26082415	5412	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_30553632||full	5411	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_20089938	5411	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_5705165	5411	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_24339185	5411	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_26069559	5411	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_2197676_1	5411	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_25512387	5410	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_9064171||full	5410	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_9899830	5410	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_253029||full	5410	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_11088088||full	5410	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_8451600	5410	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_4310384||full	5409	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_34721	5409	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_1109797	5409	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5497738	5409	10	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_10059496	5408	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_5955358||full	5408	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_6614879||full	5408	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_14590456	5408	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_28576061||full	5408	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_22714116||full	5408	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_14050443||full	5407	4	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_9278407	5407	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_21579555	5407	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_14460297	5407	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_24034966	5407	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_9942909	5407	9	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_279906	5406	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_20654035||full	5406	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_10364625	5406	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_2625669	5406	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_3557396||full	5405	8	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_7795673	5405	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_393563	5405	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_1280990	5405	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5404868	5405	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3513670	5405	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3550868	5405	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_24654122||full	5404	11	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_22719439	5404	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_23072125||full	5404	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_19696687	5404	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_26156174	5404	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_6828898	5404	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_6195685	5404	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_30198997	5403	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_16267377	5403	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_18098385	5402	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_4845840	5402	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_11759967	5402	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_1318010	5402	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_905724	5401	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_4186721	5401	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_11124243||full	5401	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_479420	5401	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_21383771||full	5401	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_10617792	5400	11	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_17383733||full	5400	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_22852980||full	5400	4	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_7699131	5400	11	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_35301506	5399	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_22426584	5399	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_246002	5399	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_6623710	5399	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_26794005||full	5399	6	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_7199258	5399	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_20906589	5399	12	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_8430316	5399	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_8975807||full	5399	7	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_9727029||full	5398	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_19740436	5398	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_14101787||full	5398	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22342504	5398	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_59246	5397	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_21175516	5397	9	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22631870||full	5397	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_834827	5397	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_12647082||full	5396	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_9029986	5396	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_22026454||full	5396	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_19878563	5396	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_23138404	5395	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_29300141	5395	12	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_6163199	5395	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_6143460	5395	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_5009416	5395	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_21590246	5395	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_20744726	5395	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_20937167	5394	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_19456275||full	5394	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_31332621||full	5394	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_6932455	5394	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22906186	5394	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_22177399	5394	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_15111738	5393	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_30455370	5393	13	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_4087364||full	5393	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_15308446	5393	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_29791416	5392	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_8373957	5392	4	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_25664714||full	5392	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_13997664||full	5392	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_21095749||full	5392	3	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5954957||full	5392	5	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_20300099	5392	10	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_4470645	5391	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_20450412	5391	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_10258909	5391	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_15988774	5391	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_25697906	5391	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_13195604	5390	16	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_18298817||full	5390	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_13133944||full	5390	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_4643703	5390	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_16351573	5390	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3788148	5390	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_20649644	5389	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_15413261	5389	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_2762955||full	5388	7	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_10451830	5388	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_4503648||full	5388	8	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_11637036||full	5388	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_18050933	5387	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_10495102	5387	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_21376777||full	5387	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_30158657||full	5386	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_9758499	5386	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_7698078	5386	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_9427673	5386	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_18050635	5385	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_12121793||full	5385	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_15227727	5385	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_1201002	5385	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_15752550	5385	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_17797076	5385	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_22170487	5385	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_1080112	5385	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_79340	5385	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_23239830	5384	11	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_6461989||full	5384	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_31477974	5384	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_11240283||full	5384	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_419998	5384	12	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_9230558	5383	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_13371725	5383	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_14494051	5383	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_17038203||full	5383	5	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_7473442	5383	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_11379926	5383	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_14605157	5383	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18456191	5383	8	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_2210500||full	5383	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_9974717||full	5383	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_23428566	5382	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_4144343||full	5382	4	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_14739933	5382	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_985756	5382	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_14916598	5382	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_21105306	5382	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_24205694	5382	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5891745	5382	8	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_14762131	5381	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_12298924	5381	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_8179312	5381	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_16662829	5381	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_33802796	5380	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_15229761||full	5380	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_19486155	5380	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_7456556||full	5379	4	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_18111384	5379	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_25956670	5378	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_8359116	5378	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_14863842	5378	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_23458217	5377	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_10115363||full	5377	9	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_697132||full	5377	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_716603||full	5377	17	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_34011425	5376	9	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_24921190	5376	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_6285165||full	5376	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_12247452||full	5376	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_23815628||full	5376	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_14836031||full	5376	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_27298190||full	5376	3	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5240439||full	5376	12	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18447131	5376	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_4445651	5375	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_1306921	5375	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_12341113	5375	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_1572816	5375	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_3446252	5374	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_15584652||full	5374	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1998463	5373	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_6325368	5373	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_19994204	5372	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_3170702	5372	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_51551||full	5372	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_23374824	5372	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_11856520	5371	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_218441	5371	1	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_21347645	5371	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_11289107	5371	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_24086981	5371	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_12461577	5371	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_17204560	5371	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_3360942||full	5370	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_3994095	5370	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_11181842||full	5370	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_20549304||full	5370	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_5989001	5370	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_12870278	5370	20	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_15354789	5370	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_22055276	5370	10	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4573946	5370	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_19851989	5369	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_23911924	5369	8	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_12853653||full	5369	8	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_18319407||full	5369	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_2337003	5369	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_33052637	5367	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_3160833||full	5367	7	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_20857946||full	5367	5	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_13909215	5367	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_14918791	5367	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_17153144	5367	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_15577561||full	5367	8	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_32909754	5366	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_1143185||full	5366	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_16670358	5366	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_24687217	5366	13	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_18031356	5366	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_14940245	5366	11	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_19563064	5365	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_1272729	5365	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_12765073	5365	8	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_22241073||full	5365	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_27312218	5365	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_1082961	5365	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_9601535||0_partial_1	5365	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13935367	5365	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_16437173	5364	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_23334238||full	5364	7	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_2365388	5364	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_12333592	5364	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_15744343	5364	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_31914196	5363	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_35031644||full	5363	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_9416607	5363	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_16710964	5363	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_1389207	5362	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_27989346||full	5362	10	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_7113284||full	5362	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_3660008	5361	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_5037848||full	5361	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_3026152	5361	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_12668709	5361	4	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_19269881	5361	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1653800	5361	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_17421596	5361	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_14100773	5361	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_28510658	5361	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_10753786||full	5361	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5975422	5361	11	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_13080595||full	5360	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_20044278||full	5360	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
