seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
ZJ_NB_contig_4975827	0.987	0.647	0.987	dsDNAphage	10376	0	80	0
ZJ_NB_contig_5005829||full	1	0.027	1	dsDNAphage	35672	2	25	1.8
ZJ_NB_contig_5025377	0.973	0.053	0.973	dsDNAphage	5836	3	66.7	16.7
ZJ_NB_contig_5028920	0.993	0.48	0.993	dsDNAphage	10210	2	41.7	0
ZJ_NB_contig_5032955||full	1	0.993	1	dsDNAphage	5635	2	100	0
ZJ_NB_contig_503478	1	0.993	1	dsDNAphage	10370	5	100	0
ZJ_NB_contig_5035473	1	0.573	1	dsDNAphage	5569	1	100	0
ZJ_NB_contig_5050133	1	0.413	1	dsDNAphage	7828	2	66.7	0
ZJ_NB_contig_5053891	0.64	0.107	0.64	dsDNAphage	25149	0	71.1	5.2
ZJ_NB_contig_505420	0.867	0.753	0.867	dsDNAphage	5625	0	100	0
ZJ_NB_contig_5085601||full_1	0.98	0.98	0.98	dsDNAphage	3596	2	83.3	0
ZJ_NB_contig_5086798||full	0.767	0.013	0.767	dsDNAphage	7118	1	25	0
ZJ_NB_contig_5090624	0.867	0.947	0.947	ssDNA	5459	0	75	0
ZJ_NB_contig_5099884	0.747	0.933	0.933	ssDNA	5181	0	50	0
ZJ_NB_contig_5108084	1	0.213	1	dsDNAphage	19185	9	70.4	0
ZJ_NB_contig_5141475	0.993	0.473	0.993	dsDNAphage	11133	1	85.7	0
ZJ_NB_contig_5142460||full	0.82	0.06	0.82	dsDNAphage	14456	0	21.7	8.6
ZJ_NB_contig_514810||full	0.8	0.013	0.8	dsDNAphage	4868	1	12.5	0
ZJ_NB_contig_5166629	1	0.567	1	dsDNAphage	6693	2	85.7	0
ZJ_NB_contig_5203425	0.873	0.36	0.873	dsDNAphage	13096	0	80	0
ZJ_NB_contig_5208598||full	0.993	0.313	0.993	dsDNAphage	38970	1	63.6	0
ZJ_NB_contig_5225092||full	0.987	0.707	0.987	dsDNAphage	5279	2	42.9	0
ZJ_NB_contig_5228080||full_1	0.967	0.667	0.967	dsDNAphage	5059	0	10	0
ZJ_NB_contig_5240439||full	1	0.38	1	dsDNAphage	5373	1	84.6	0
ZJ_NB_contig_5253001||full	0.993	0.393	0.993	dsDNAphage	6122	1	40	0
ZJ_NB_contig_527093	1	0.86	1	dsDNAphage	5965	3	100	0
ZJ_NB_contig_5288940||full	0.807	0.047	0.807	dsDNAphage	8216	1	50	0
ZJ_NB_contig_5326895||full	0.973	0.04	0.973	dsDNAphage	5330	1	57.1	14.3
ZJ_NB_contig_532984	0.747	0.3	0.747	dsDNAphage	7519	0	14.3	0
ZJ_NB_contig_5332269||full	0.98	0.993	0.993	ssDNA	5949	0	100	0
ZJ_NB_contig_5348244||full	1	0.353	1	dsDNAphage	5604	1	11.1	0
ZJ_NB_contig_5360410||full	1	0.22	1	dsDNAphage	32890	4	74.3	0
ZJ_NB_contig_5370613||full	1	0.347	1	dsDNAphage	19095	1	85.7	0
ZJ_NB_contig_5382082||full	0.793	0.007	0.793	dsDNAphage	11743	1	25	0
ZJ_NB_contig_5382862	0.947	0.647	0.947	dsDNAphage	5450	0	33.3	0
ZJ_NB_contig_5386199	1	0.82	1	dsDNAphage	12450	5	100	0
ZJ_NB_contig_5391735	0.967	0.393	0.967	dsDNAphage	17700	0	44	0
ZJ_NB_contig_5402968	1	0.753	1	dsDNAphage	12982	2	84.6	0
ZJ_NB_contig_5404868	0.913	0.64	0.913	dsDNAphage	5343	0	100	0
ZJ_NB_contig_5420424	1	0.9	1	dsDNAphage	5062	1	100	0
ZJ_NB_contig_5429611	1	0.253	1	dsDNAphage	68805	16	85.5	0
ZJ_NB_contig_5430917	0.887	0.633	0.887	dsDNAphage	5370	0	83.3	0
ZJ_NB_contig_5445679||full	0.987	0.76	0.987	dsDNAphage	6821	0	93.8	0
ZJ_NB_contig_5458179	0.693	0.133	0.693	dsDNAphage	8340	0	25	0
ZJ_NB_contig_5459998||full	1	0.28	1	dsDNAphage	12831	5	86.7	0
ZJ_NB_contig_5489353	0.94	0.507	0.94	dsDNAphage	5109	0	25	0
ZJ_NB_contig_5489716	0.98	0.553	0.98	dsDNAphage	7344	5	70	0
ZJ_NB_contig_5509717||full	0.58	0.06	0.58	dsDNAphage	6834	0	12.5	0
ZJ_NB_contig_5527257	1	0.68	1	dsDNAphage	13526	4	80	0
ZJ_NB_contig_5540950	1	0.127	1	dsDNAphage	17666	3	66.7	0
ZJ_NB_contig_5563948	1	0.78	1	dsDNAphage	7827	2	100	0
ZJ_NB_contig_5575507	0.947	0.807	0.947	dsDNAphage	13115	0	65.2	0
ZJ_NB_contig_559717	0.9	0.72	0.9	dsDNAphage	5120	0	22.2	0
ZJ_NB_contig_5608259	1	0.847	1	dsDNAphage	6122	4	83.3	0
ZJ_NB_contig_5615033	0.907	0.16	0.907	dsDNAphage	6146	0	21.4	0
ZJ_NB_contig_5620596||full	0.98	0.013	0.98	dsDNAphage	10219	3	44.4	11.1
ZJ_NB_contig_5620696	0.687	0.42	0.687	dsDNAphage	12200	0	60	0
ZJ_NB_contig_5637907||full	0.987	0.32	0.987	dsDNAphage	14842	2	60	0
ZJ_NB_contig_5641486||full	0.753	0.007	0.753	dsDNAphage	5191	0	40	10
ZJ_NB_contig_5641869||full	0.933	0.387	0.933	dsDNAphage	5627	1	50	0
ZJ_NB_contig_572014	0.86	0.007	0.86	dsDNAphage	11652	0	7.1	0
ZJ_NB_contig_5728161||full	1	0.2	1	dsDNAphage	8730	1	70	0
ZJ_NB_contig_5732543||full	0.993	0.047	0.993	dsDNAphage	17982	4	31.8	4.5
ZJ_NB_contig_5755820||full	0.607	0.633	0.633	ssDNA	5203	0	40	0
ZJ_NB_contig_5765135||full	1	0.947	1	dsDNAphage	11463	2	45	0
ZJ_NB_contig_5791742||full	0.987	0.207	0.987	dsDNAphage	16343	0	31.2	0
ZJ_NB_contig_5792152	1	0.827	1	dsDNAphage	8820	2	66.7	0
ZJ_NB_contig_5793913||full_1	1	0.147	1	dsDNAphage	11222	1	46.2	0
ZJ_NB_contig_5797109	0.833	0.827	0.833	dsDNAphage	6030	0	62.5	0
ZJ_NB_contig_5801517	1	0	1	dsDNAphage	43561	1	33.3	1.6
ZJ_NB_contig_5801538	1	0.42	1	dsDNAphage	13604	5	50	0
ZJ_NB_contig_5816565	0.987	0.407	0.987	dsDNAphage	21943	3	60	0
ZJ_NB_contig_5822928||full	0.787	0.84	0.84	ssDNA	7529	0	73.3	0
ZJ_NB_contig_5825284	0.587	0.153	0.587	dsDNAphage	5923	0	20	0
ZJ_NB_contig_5828691	0.973	0.467	0.973	dsDNAphage	5995	0	30	0
ZJ_NB_contig_5831290||full_1	1	0.513	1	dsDNAphage	4146	1	60	0
ZJ_NB_contig_5835791	0.96	0.34	0.96	dsDNAphage	7146	1	27.3	0
ZJ_NB_contig_58433||full	0.987	0.36	0.987	dsDNAphage	5778	1	30	0
ZJ_NB_contig_5852215	0.953	0.82	0.953	dsDNAphage	6064	0	81.8	0
ZJ_NB_contig_5856392||full	0.98	0.607	0.98	dsDNAphage	6706	1	60	0
ZJ_NB_contig_586687	0.627	0.227	0.627	dsDNAphage	5141	0	25	0
ZJ_NB_contig_5869372_1	0.927	1	1	ssDNA	3219	0	100	0
ZJ_NB_contig_5900342	0.993	0.167	0.993	dsDNAphage	5657	3	70	10
ZJ_NB_contig_5911038	1	0.353	1	dsDNAphage	6450	1	30	0
ZJ_NB_contig_5924572||full	0.967	0.033	0.967	dsDNAphage	11220	1	25	8.3
ZJ_NB_contig_5931531	0.993	0.513	0.993	dsDNAphage	5246	1	25	0
ZJ_NB_contig_5936354||full	0.96	0.007	0.96	dsDNAphage	6234	4	45.5	54.5
ZJ_NB_contig_5948819||full	0.967	0.647	0.967	dsDNAphage	4829	0	54.5	0
ZJ_NB_contig_5954504||full	0.86	0.78	0.86	dsDNAphage	6524	0	62.5	0
ZJ_NB_contig_5954957||full	0.94	0.06	0.94	dsDNAphage	5389	1	40	0
ZJ_NB_contig_5980599	0.96	0.653	0.96	dsDNAphage	6224	0	100	0
ZJ_NB_contig_5985406	0.993	0.873	0.993	dsDNAphage	7244	2	80	0
ZJ_NB_contig_59878	1	0.2	1	dsDNAphage	12684	1	81.8	0
ZJ_NB_contig_6004064||full_1	0.68	0.02	0.68	dsDNAphage	4848	0	42.9	14.3
ZJ_NB_contig_6023369	0.96	0.66	0.96	dsDNAphage	8203	0	68.4	0
ZJ_NB_contig_602986	0.767	0.813	0.813	ssDNA	6133	0	100	0
ZJ_NB_contig_6032787||full	0.84	0	0.84	dsDNAphage	7612	1	28.6	14.3
ZJ_NB_contig_6034540||full	1	0.007	1	dsDNAphage	47385	2	37.9	1.5
ZJ_NB_contig_6043630	1	0.753	1	dsDNAphage	12191	3	71.4	0
ZJ_NB_contig_6064987||full	0.733	0.02	0.733	dsDNAphage	6907	1	28.6	0
ZJ_NB_contig_6082228||full	0.933	0.027	0.933	dsDNAphage	5365	2	57.1	14.3
ZJ_NB_contig_6083965||full	0.993	0.227	0.993	dsDNAphage	5322	3	44.4	0
ZJ_NB_contig_6085331||full	1	0.747	1	dsDNAphage	5058	3	75	0
ZJ_NB_contig_6093862||full	0.56	0.167	0.56	dsDNAphage	11567	0	23.5	0
ZJ_NB_contig_6104976||full	0.933	0.893	0.933	dsDNAphage	5225	0	100	0
ZJ_NB_contig_61373	0.993	0.173	0.993	dsDNAphage	10554	0	40	0
ZJ_NB_contig_6150202||full	1	0.673	1	dsDNAphage	14176	2	81.8	0
ZJ_NB_contig_6190612||full	0.92	0.013	0.92	dsDNAphage	5495	1	50	25
ZJ_NB_contig_6212426||full	0.993	0.473	0.993	dsDNAphage	5328	1	40	0
ZJ_NB_contig_6223074	1	0.627	1	dsDNAphage	20871	3	76.9	0
ZJ_NB_contig_6253835||full	0.827	0.027	0.827	dsDNAphage	11138	1	37.5	0
ZJ_NB_contig_6264015	1	0.953	1	dsDNAphage	5671	4	100	0
ZJ_NB_contig_6270792	0.76	0.493	0.76	dsDNAphage	6041	0	50	0
ZJ_NB_contig_6275039	0.96	0.34	0.96	dsDNAphage	5314	0	8.3	0
ZJ_NB_contig_6279759||full	1	0.06	1	dsDNAphage	21852	3	40.7	0
ZJ_NB_contig_6282723	1	0.94	1	dsDNAphage	11227	1	38.5	0
ZJ_NB_contig_6293434||full	0.873	0.007	0.873	dsDNAphage	8196	1	11.1	0
ZJ_NB_contig_6334646	0.933	0.36	0.933	dsDNAphage	7884	0	20	0
ZJ_NB_contig_6360172||full_1	0.987	0.113	0.987	dsDNAphage	4866	3	71.4	28.6
ZJ_NB_contig_6409897	1	0.853	1	dsDNAphage	7886	1	77.8	0
ZJ_NB_contig_6411053	1	0.907	1	dsDNAphage	6683	3	80	0
ZJ_NB_contig_6417529	0.993	0.1	0.993	dsDNAphage	22836	4	32	0
ZJ_NB_contig_6423878	0.807	0.493	0.807	dsDNAphage	6477	0	60	0
ZJ_NB_contig_6425521	0.993	0.227	0.993	dsDNAphage	20213	1	47.8	0
ZJ_NB_contig_64267||full	0.8	0.733	0.8	dsDNAphage	5321	0	36.4	0
ZJ_NB_contig_6465588	0.987	0.487	0.987	dsDNAphage	8669	2	95.2	0
ZJ_NB_contig_6467209	0.993	0.62	0.993	dsDNAphage	8752	2	90.9	0
ZJ_NB_contig_6481256||full	0.727	0.08	0.727	dsDNAphage	5447	0	20	0
ZJ_NB_contig_6513980||full	1	0.407	1	dsDNAphage	25873	1	93	0
ZJ_NB_contig_6531676||full	0.447	0.713	0.713	ssDNA	5695	0	37.5	0
ZJ_NB_contig_6548642||full	0.953	0.393	0.953	dsDNAphage	8984	1	33.3	0
ZJ_NB_contig_6580153||full	1	0.467	1	dsDNAphage	37063	9	94.7	0
ZJ_NB_contig_6599633||full	0.993	0	0.993	dsDNAphage	5316	1	62.5	12.5
ZJ_NB_contig_6604861||full	1	0.533	1	dsDNAphage	10076	4	72.7	0
ZJ_NB_contig_6614523||full	0.66	0.12	0.66	dsDNAphage	11360	0	26.7	6.7
ZJ_NB_contig_6618889	0.807	0.087	0.807	dsDNAphage	11132	0	53.3	0
ZJ_NB_contig_6619848	0.753	0.027	0.753	dsDNAphage	8641	0	11.1	0
ZJ_NB_contig_6621136	nan	nan	nan	dsDNAphage	15056	1	100	0
ZJ_NB_contig_6627200||0_partial_1	0.993	0.44	0.993	dsDNAphage	22711	7	60	0
ZJ_NB_contig_6639456	1	0.593	1	dsDNAphage	8060	2	100	0
ZJ_NB_contig_6678055||full	0.873	0.167	0.873	dsDNAphage	7942	0	11.8	0
ZJ_NB_contig_6682710	0.993	0.513	0.993	dsDNAphage	9694	3	70	0
ZJ_NB_contig_6696793	0.973	0.607	0.973	dsDNAphage	9266	1	75	0
ZJ_NB_contig_6703483_1	0.713	0.947	0.947	ssDNA	2084	0	66.7	0
ZJ_NB_contig_6714874	0.347	0.66	0.66	ssDNA	8369	0	33.3	0
ZJ_NB_contig_6779271	0.993	0.947	0.993	dsDNAphage	5959	0	73.3	0
ZJ_NB_contig_6797361	0.953	0.787	0.953	dsDNAphage	5175	0	27.3	0
ZJ_NB_contig_6802555	1	0.4	1	dsDNAphage	11595	4	72.7	0
ZJ_NB_contig_6803928	0.5	0.107	0.5	dsDNAphage	6818	0	28.6	0
ZJ_NB_contig_6811838||full	0.793	0.06	0.793	dsDNAphage	9301	1	42.9	0
ZJ_NB_contig_6827952	0.987	0.907	0.987	dsDNAphage	8867	0	27.3	0
ZJ_NB_contig_6847599||full_1	1	0.953	1	dsDNAphage	4666	1	100	0
ZJ_NB_contig_6848686||full	1	0.947	1	dsDNAphage	6583	3	100	0
ZJ_NB_contig_6852872	0.98	0.827	0.98	dsDNAphage	5101	0	90	0
ZJ_NB_contig_6884005||full	0.98	0.113	0.98	dsDNAphage	10521	1	18.8	0
ZJ_NB_contig_6904280||full	0.993	0.607	0.993	dsDNAphage	6232	0	35.3	0
ZJ_NB_contig_6919521||full	0.993	0.927	0.993	dsDNAphage	5136	1	66.7	0
ZJ_NB_contig_6923896||full	0.98	0.62	0.98	dsDNAphage	5072	1	75	0
ZJ_NB_contig_6961720||full	1	0.4	1	dsDNAphage	7078	1	75	0
ZJ_NB_contig_6964909||full	0.987	0.833	0.987	dsDNAphage	6009	1	50	0
ZJ_NB_contig_6977976||full	0.96	0.427	0.96	dsDNAphage	5685	1	33.3	0
ZJ_NB_contig_7018002||full	0.993	0.54	0.993	dsDNAphage	5633	3	66.7	0
ZJ_NB_contig_7022853||full	1	0.287	1	dsDNAphage	12777	6	62.5	0
ZJ_NB_contig_70322_1	0.707	0.987	0.987	ssDNA	4255	0	100	0
ZJ_NB_contig_7040692	0.973	0.64	0.973	dsDNAphage	14447	4	59.1	0
ZJ_NB_contig_7043785	1	0.3	1	dsDNAphage	24067	1	47.1	0
ZJ_NB_contig_7047699	0.973	0.547	0.973	dsDNAphage	14434	5	55.6	0
ZJ_NB_contig_7055903	0.933	0.267	0.933	dsDNAphage	8074	0	18.8	0
ZJ_NB_contig_7061992||full	0.873	0.76	0.873	dsDNAphage	6127	0	11.8	0
ZJ_NB_contig_7062051	1	0.987	1	dsDNAphage	5061	2	100	0
ZJ_NB_contig_7074995||full	0.993	0.933	0.993	dsDNAphage	6729	1	72.7	0
ZJ_NB_contig_7077715	0.993	0.867	0.993	dsDNAphage	10406	6	76.9	0
ZJ_NB_contig_7087637	0.987	0.247	0.987	dsDNAphage	14241	0	17.9	0
ZJ_NB_contig_7091729	0.593	0.26	0.593	dsDNAphage	7490	0	33.3	0
ZJ_NB_contig_7097033	0.74	0.3	0.74	dsDNAphage	9925	0	13	0
ZJ_NB_contig_7112018	0.96	0.347	0.96	dsDNAphage	7499	0	50	0
ZJ_NB_contig_7113284||full	1	0.973	1	dsDNAphage	5361	2	100	0
ZJ_NB_contig_7133963	0.573	0.047	0.573	dsDNAphage	4597	0	14.3	0
ZJ_NB_contig_714206||full	0.993	0.593	0.993	dsDNAphage	7334	2	57.1	0
ZJ_NB_contig_7147716	1	0.373	1	dsDNAphage	7660	1	63.6	0
ZJ_NB_contig_7150456	0.86	0.02	0.86	dsDNAphage	8568	0	61.5	7.7
ZJ_NB_contig_7200320	1	0.467	1	dsDNAphage	12397	0	80	0
ZJ_NB_contig_7210005||full	1	0.953	1	dsDNAphage	4973	2	100	0
ZJ_NB_contig_7232559||full	0.913	0.033	0.913	dsDNAphage	5066	1	40	20
ZJ_NB_contig_7233554||full	0.96	0.133	0.96	dsDNAphage	6109	0	50	0
ZJ_NB_contig_7234246||full	0.987	0.34	0.987	dsDNAphage	5747	1	28.6	0
ZJ_NB_contig_7285101||full	0.993	0.033	0.993	dsDNAphage	17328	1	32.3	6.5
ZJ_NB_contig_7286763||full	0.613	0.647	0.647	ssDNA	5666	0	30	0
ZJ_NB_contig_7289980||full	0.84	0.32	0.84	dsDNAphage	15265	0	54.5	0
ZJ_NB_contig_7332092||full	0.853	0.007	0.853	dsDNAphage	5324	1	18.2	9.1
ZJ_NB_contig_7344449||full	0.993	0.16	0.993	dsDNAphage	22197	3	30	0
ZJ_NB_contig_7367362||full	0.94	0.047	0.94	dsDNAphage	7134	0	46.2	7.7
ZJ_NB_contig_7391835||full	0.987	0.72	0.987	dsDNAphage	5766	1	60	0
ZJ_NB_contig_7404404||full	1	0.207	1	dsDNAphage	6809	1	42.9	0
ZJ_NB_contig_7443617	0.993	0.58	0.993	dsDNAphage	5445	0	14.3	0
ZJ_NB_contig_7445003||full	0.993	0.847	0.993	dsDNAphage	6438	2	72.7	0
ZJ_NB_contig_7448114	1	0.52	1	dsDNAphage	8112	1	87.5	0
ZJ_NB_contig_7449770	1	0.56	1	dsDNAphage	5966	1	86.7	0
ZJ_NB_contig_7455751	0.953	0.78	0.953	dsDNAphage	6287	0	80	0
ZJ_NB_contig_7473442	0.98	0.7	0.98	dsDNAphage	5381	0	87.5	0
ZJ_NB_contig_7475934	1	0.313	1	dsDNAphage	5590	5	75	0
ZJ_NB_contig_7497574||full	1	0.053	1	dsDNAphage	54413	8	50	0
ZJ_NB_contig_7504221	1	0.92	1	dsDNAphage	5268	1	100	0
ZJ_NB_contig_7534569||full	0.973	0	0.973	dsDNAphage	21924	1	6.5	3.2
ZJ_NB_contig_7542784||full	0.86	0.013	0.86	dsDNAphage	18539	1	26.7	0
ZJ_NB_contig_7585637	0.8	0.6	0.8	dsDNAphage	5644	0	85.7	0
ZJ_NB_contig_7592474||full	0.86	0.167	0.86	dsDNAphage	7026	1	14.3	0
ZJ_NB_contig_7592676	0.94	0.1	0.94	dsDNAphage	7495	0	36.8	5.3
ZJ_NB_contig_7602392	0.973	0.567	0.973	dsDNAphage	5576	1	33.3	0
ZJ_NB_contig_7602638	0.987	0.127	0.987	dsDNAphage	9886	1	90.9	9.1
ZJ_NB_contig_7615345	0.907	0.3	0.907	dsDNAphage	5557	0	5	0
ZJ_NB_contig_7634153||full	0.687	0.1	0.687	dsDNAphage	7886	0	18.8	6.2
ZJ_NB_contig_7642278||full	0.76	0.06	0.76	dsDNAphage	5538	1	42.9	0
ZJ_NB_contig_7647014	1	1	1	dsDNAphage	6875	3	100	0
ZJ_NB_contig_7655042	0.887	0.073	0.887	dsDNAphage	15573	0	24	4
ZJ_NB_contig_7684412	0.987	0.867	0.987	dsDNAphage	10878	0	40	0
ZJ_NB_contig_7690290	0.787	0.747	0.787	dsDNAphage	6026	0	60	0
ZJ_NB_contig_7699131	0.987	0.413	0.987	dsDNAphage	5399	2	18.2	0
ZJ_NB_contig_7730538||full	1	0.587	1	dsDNAphage	10445	6	87.5	0
ZJ_NB_contig_7776553||full_1	0.993	0.293	0.993	dsDNAphage	35003	4	59.5	2.4
ZJ_NB_contig_7778602||full	0.967	0.033	0.967	dsDNAphage	8811	2	50	10
ZJ_NB_contig_7791294||full	0.993	0.893	0.993	dsDNAphage	6287	1	50	0
ZJ_NB_contig_7802151||full	0.853	0.08	0.853	dsDNAphage	8991	0	18.8	6.2
ZJ_NB_contig_7832024||full	0.66	0.167	0.66	dsDNAphage	8330	0	28.6	0
ZJ_NB_contig_7836478||full	0.987	0.94	0.987	dsDNAphage	8507	1	100	0
ZJ_NB_contig_7846888||full	0.847	0.287	0.847	dsDNAphage	8726	1	50	25
ZJ_NB_contig_7850849||0_partial_1	0.987	0	0.987	dsDNAphage	35054	7	37.1	2.9
ZJ_NB_contig_7865960	1	0.713	1	dsDNAphage	5545	2	100	0
ZJ_NB_contig_7868889||full	0.96	0.273	0.96	dsDNAphage	5638	0	11.8	0
ZJ_NB_contig_7869339	0.993	0.027	0.993	dsDNAphage	10991	2	35.7	7.1
ZJ_NB_contig_7869803	1	0.433	1	dsDNAphage	6507	1	100	0
ZJ_NB_contig_7876398	0.867	0.467	0.867	dsDNAphage	6059	0	25	0
ZJ_NB_contig_7877456	0.92	0.767	0.92	dsDNAphage	7209	0	58.3	0
ZJ_NB_contig_7880205	0.987	0.14	0.987	dsDNAphage	8476	0	28.6	0
ZJ_NB_contig_7888064||full	0.993	0.76	0.993	dsDNAphage	7774	0	90.9	0
ZJ_NB_contig_7898800	0.82	0.587	0.82	dsDNAphage	5502	0	50	0
ZJ_NB_contig_7938033||full_1	1	0.133	1	dsDNAphage	69558	5	45.6	1
ZJ_NB_contig_7941750||full	0.98	0.86	0.98	dsDNAphage	10758	1	50	0
ZJ_NB_contig_7941956||full_1	0.84	0.24	0.84	dsDNAphage	8760	0	72.7	0
ZJ_NB_contig_7943567	0.733	0.173	0.733	dsDNAphage	6279	0	16.7	0
ZJ_NB_contig_7946707||full	0.747	0.207	0.747	dsDNAphage	7921	1	50	0
ZJ_NB_contig_7948580	1	0.24	1	dsDNAphage	12202	2	53.8	0
ZJ_NB_contig_7956534	0.867	0.013	0.867	dsDNAphage	31313	1	30	0
ZJ_NB_contig_7963701_1	0.987	1	1	ssDNA	1646	0	100	0
ZJ_NB_contig_7997243	1	0.633	1	dsDNAphage	5695	1	71.4	0
ZJ_NB_contig_8023204||full	0.82	0.173	0.82	dsDNAphage	4771	1	16.7	0
ZJ_NB_contig_8028328	0.98	0.093	0.98	dsDNAphage	14372	3	37.5	0
ZJ_NB_contig_8050023	0.987	0.06	0.987	dsDNAphage	9858	1	27.3	4.5
ZJ_NB_contig_8053404	1	0.2	1	dsDNAphage	17937	1	23.5	0
ZJ_NB_contig_8059620	0.993	0.66	0.993	dsDNAphage	5856	2	66.7	0
ZJ_NB_contig_8069942	0.833	0.753	0.833	dsDNAphage	5545	0	22.2	0
ZJ_NB_contig_8106887	1	0.427	1	dsDNAphage	14088	2	57.1	0
ZJ_NB_contig_8158367||full	0.6	0.267	0.6	dsDNAphage	8365	0	28.6	0
ZJ_NB_contig_8160679||full	0.927	0.413	0.927	dsDNAphage	6048	0	10	0
ZJ_NB_contig_8192671||full	1	0.853	1	dsDNAphage	5159	2	85.7	0
ZJ_NB_contig_819479||full_1	0.98	0.8	0.98	dsDNAphage	4449	2	25	0
ZJ_NB_contig_8196305||full	0.867	0.153	0.867	dsDNAphage	5551	1	50	0
ZJ_NB_contig_8201339||full	0.927	0.827	0.927	dsDNAphage	21496	0	78.6	0
ZJ_NB_contig_8221515||full	0.567	0.047	0.567	dsDNAphage	13137	0	15.4	0
ZJ_NB_contig_8258413||full	0.987	0.493	0.987	dsDNAphage	6429	1	33.3	0
ZJ_NB_contig_826231||full	1	0.873	1	dsDNAphage	7546	2	100	0
ZJ_NB_contig_8273958	1	0.447	1	dsDNAphage	21673	4	64.3	0
ZJ_NB_contig_8289063||0_partial	0.887	0.027	0.887	dsDNAphage	23861	1	10	3.3
ZJ_NB_contig_8291581	0.98	0.553	0.98	dsDNAphage	10740	0	24	0
ZJ_NB_contig_8291972	1	1	1	dsDNAphage	8234	6	100	0
ZJ_NB_contig_8294281	0.767	0.827	0.827	ssDNA	5076	0	60	0
ZJ_NB_contig_8302442	1	0.487	1	dsDNAphage	11248	1	76.9	0
ZJ_NB_contig_8303051	1	0.36	1	dsDNAphage	6116	2	93.3	0
ZJ_NB_contig_8316257	0.907	0.24	0.907	dsDNAphage	10031	0	90.9	0
ZJ_NB_contig_8318130||full	0.96	0.5	0.96	dsDNAphage	15706	2	73.9	0
ZJ_NB_contig_8329260||full	0.927	0.047	0.927	dsDNAphage	11792	2	40	0
ZJ_NB_contig_8333397	1	0.213	1	dsDNAphage	26178	4	75	0
ZJ_NB_contig_8338603	1	1	1	dsDNAphage	11564	6	100	0
ZJ_NB_contig_834827	0.9	0.593	0.9	dsDNAphage	5393	0	87.5	0
ZJ_NB_contig_8349901	0.987	0.453	0.987	dsDNAphage	8643	0	33.3	0
ZJ_NB_contig_835227_1	0.847	0.08	0.847	dsDNAphage	9183	0	55.6	11.1
ZJ_NB_contig_8357058	1	0.02	1	dsDNAphage	11628	2	57.1	7.1
ZJ_NB_contig_8359116	1	0.793	1	dsDNAphage	5262	1	60	0
ZJ_NB_contig_8374869	1	0.327	1	dsDNAphage	19489	3	88.2	0
ZJ_NB_contig_8407908	0.873	0.133	0.873	dsDNAphage	11205	0	47.1	0
ZJ_NB_contig_8414894	0.98	0.513	0.98	dsDNAphage	7628	0	100	0
ZJ_NB_contig_8416483	0.993	0.14	0.993	dsDNAphage	6010	1	37.5	0
ZJ_NB_contig_8426064	1	0.08	1	dsDNAphage	30159	2	48.8	0
ZJ_NB_contig_8444496	0.7	0.287	0.7	dsDNAphage	6661	0	28.6	0
ZJ_NB_contig_8451887||full	0.727	0.107	0.727	dsDNAphage	5726	0	20	0
ZJ_NB_contig_8461443	1	0.453	1	dsDNAphage	18394	2	35.5	0
ZJ_NB_contig_8465322	1	0.933	1	dsDNAphage	5976	1	100	0
ZJ_NB_contig_8467099	0.987	0.8	0.987	dsDNAphage	7820	3	69.2	0
ZJ_NB_contig_8468755	0.987	0.633	0.987	dsDNAphage	7114	0	40	0
ZJ_NB_contig_8488626||full	0.527	0	0.527	dsDNAphage	10620	0	30.8	7.7
ZJ_NB_contig_8508169	1	0.447	1	dsDNAphage	10450	2	27.3	0
ZJ_NB_contig_8509501||full	1	0.84	1	dsDNAphage	8614	1	60	0
ZJ_NB_contig_8513887	0.973	0.653	0.973	dsDNAphage	16042	0	27.3	0
ZJ_NB_contig_8523413	1	0.653	1	dsDNAphage	8291	2	100	0
ZJ_NB_contig_8532186||full	0.993	0.633	0.993	dsDNAphage	7889	0	87.5	0
ZJ_NB_contig_8546930	0.667	0.58	0.667	dsDNAphage	5868	0	28.6	0
ZJ_NB_contig_856014	0.933	0.133	0.933	dsDNAphage	9731	0	47.4	0
ZJ_NB_contig_8600827||full_1	1	0.313	1	dsDNAphage	6679	3	63.6	0
ZJ_NB_contig_8603607||full	0.993	0.9	0.993	dsDNAphage	6576	0	53.8	0
ZJ_NB_contig_8691120||full	0.993	0.827	0.993	dsDNAphage	6526	1	100	0
ZJ_NB_contig_8691689	0.98	0.88	0.98	dsDNAphage	8553	0	66.7	0
ZJ_NB_contig_8700799	0.807	0.253	0.807	dsDNAphage	6387	0	10	0
ZJ_NB_contig_8700857||full_1	1	0.513	1	dsDNAphage	5796	1	83.3	0
ZJ_NB_contig_8716820	1	0.54	1	dsDNAphage	5741	1	25	0
ZJ_NB_contig_8718188	1	0.827	1	dsDNAphage	6186	4	88.9	0
ZJ_NB_contig_8719213	0.98	0.893	0.98	dsDNAphage	10496	0	50	0
ZJ_NB_contig_8742387	0.82	0.793	0.82	dsDNAphage	5503	0	50	0
ZJ_NB_contig_8755902	0.947	0.007	0.947	dsDNAphage	51098	3	22.1	2.9
ZJ_NB_contig_8758378	0.967	0.64	0.967	dsDNAphage	6154	0	46.7	0
ZJ_NB_contig_8771206	1	0.533	1	dsDNAphage	12293	3	100	0
